ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
two_sword_crush,Two Sword Crush,true_ability,,Melee Weapon Range,You may add your Light damage to the attack.,Can be used after hitting an attack with a Two-Handed melee weapon. Must be dual wielding.,RP: 1,,,1,,,,,,,
uke_nagashi,Uke Nagashi,true_ability,"Counter, Iaijutsu",Melee Weapon Range,"Roll Heavy Damage and treat that as your Guard against the attack that’s targeting you. If you reduce the damage to 0, the attacker becomes Unbalanced. On hit effects and maces do not gain their effect if you reduce the damage to 0. After the attack is resolved, you may immediately make an Iai Strike against the attacker for 0 RP. This Iai Strike gains the Sure Hit keyword against an Unbalanced target.","Katana only, target of a melee attack and must be in the Iai state.",RP: 1,,,1,,,,,,,
unconventional_weapon,Unconventional Weapon,true_ability,Quick,Self,"You may treat the weapon you’re currently wielding as a weapon of a different group for the next attack in addition to its normal group, allowing it to meet the requirements of abilities that require a certain group and allowing you to change its damage type to the chosen weapon’s damage type. The GM may rule that some abilities still cannot be performed with your equipped weapon.",,AP: 0,,0,,,,,,,,
undying_justice,Undying Justice,true_ability,,Self,"If the damage would reduce your HP to 0 or lower, it instead lowers your HP to 1.",You take damage. Your HP is higher than 1.,MP: 2 RP: 0,2,,0,,,,,,,
unerring_aim,Unerring Aim,true_ability,,,"When you aim at an object not being worn or wielded within your ranged weapon range, you always hit your target.",,,,,,,,,,,,
unholy_pact,Unholy Pact,true_ability,Healing,Self,You remove yourBone Armorto heal yourself for Power x 2 and gain a +2 Power bonus on your next attack.,Bone Armor is active on you.,AP: 1 MP: 2,2,1,,,,,,,,
unrelenting_assault,Unrelenting Assault,true_ability,Rage,Melee Weapon Range,"You may use this ability when an enemy willingly moves out of your melee weapon range to make a Heavy attack against them. You can use this even if they took the disengage action or a similar action that would not make them provoke attacks of opportunity. If the target uses a teleport type move, then you cannot use this ability, unless they Teleport into your weapon range.

This is treated as an opportunity attack.",An enemy moves out of your range.,RP: 1,,,1,,,,,,,
unsummon,Unsummon,true_ability,Encounter Conclusion,Self,"Unsummon your Eidolon or Lesser Eidolon.  Recover mana equal to half of the mana cost of the summon cost.

You may use this as an Encounter Conclusion action.",You have an active Eidolon or Lesser Eidolon.,AP: 3,,3,,,,,,,,
vampire_bite,Vampire Bite,true_ability,Unarmed Strike,5ft,"You may make a Light Attack against the target. On damage, you drain 1 mana from the target, recovering 1 mana yourself. If the target has no mana remaining, you instead deal an additional Light damage.

This unarmed strike must be made with your fangs, but may be made even with both hands full.

Damage done by this ability also reduces the target’s max HP until the target finishes a rest.

A target reduced to 0 HP by this ability is killed and if the target was a heroic unit, it has a chance (GM’s decision) to turn into a vampire subservient to you.

If the target has any mana remaining and is a willing target, you may choose to not deal damage with this attack.",,AP: 4,,4,,,,,,,,
vampire_shapeshift,Vampire Shapeshift,true_ability,Concentration,Self,"You are able to change your form to that of a rat or bat.

While in this form, your size changes to that of the chosen animal and you are treated as a normal animal of that type. You cannot make any attacks or use any abilities while in this form.

You may exit this form at any time for 0 RP.",,AP: 0 MP: 1,1,0,,,,,,,,
vampiric_domination,Vampiric Domination,true_ability,,20ft,"You mentally dominate the target. The target immediately considers you their master and they will serve you like a loyal servant. You may command them and they will obey most commands. Any command that is obviously suicidal or completely goes against their nature (for example: telling a servant to jump off a cliff or to kill their own child) will end the domination prematurely. This effect lasts until dispelled, they die or until you use Vampiric Domination on another target.

After the effect ends, the target will remember everything it was forced to do while it was your servant and it cannot be affected by Vampiric Domination again for a year.",Target must be under the effects of Vampiric Fascination,AP: 4,,4,,,,,,,,
vampiric_fascination,Vampiric Fascination,true_ability,,40ft,"You charm a non-heroic creature within range. While charmed, the target must spend its AP during its turns on moving towards you in the most direct path possible while avoiding any dangers it is aware of. If it is already next to you, it instead takes no actions.

At the start of your next turn, you may spend 4 AP to continue the charm. If so, the charm continues until you stop paying the AP cost or until the target takes damage from an attack other than a Vampire Bite.

While you have a target under the influence of Vampiric Fascination, your Vampire Bite costs 0 AP and has Sure Hit plus Full Pierce against that target the first time you use it each turn.","Target must be able to see or hear you, Target must be non-heroic.",AP: 4,,4,,,,,,,,
vampiric_strength,Vampiric Strength,key_ability,,,,,AP: 4,,4,,,"Your unarmed attack damage is treated as a light weapon in which you are proficient. Your unarmed attacks cannot deal non-lethal damage., You may use the Vampire Bite ability.",Vampire Bite (vampire_bite),,,,
vanish,Vanish,true_ability,Shadow,Self,"You may immediately take the Hide action.

During the night, the mana cost of this is reduced by 1.",,MP: 1 RP: 1,1,,1,,,,,,,
vengeance,Vengeance,true_ability,"Lock On, Block Crush",Weapon Range,"You may make a Heavy Attack against the target. If your VIP is at 0 HP or lower, this attack gains Lock On and Guard Crush.",Your VIP was attacked last turn and you re-directed an attack from them to you or your VIP is downed.,AP: 1,,1,,,,,,,,
verdant_instinct,Verdant Instinct,gathering_ability,,,"Make a gathering check. After rolling, roll two more dice that will be used as your next 2 strike dice values. You may reorder them or replace one with a 5.",Must be in a gathering session.,Other: 1 Strike Dice,,,,other: 1 Strike Dice,,,,,,
versatile_range,Versatile Range,key_ability,,,,,,,,,,You may treat your polearm’s threatened range as 5ft instead of 5-10ft. You must declare this during your turn and it lasts until the start of your next turn.,,,,,
victory_or_death,Victory or Death,true_ability,,Self,"All melee weapon attacks that you make this turn deal maximum damage on hit. All weapon attacks made against you until the start of your next turn also deal maximum damage on hit.

Once used, this cannot be used again until the end of the encounter.",In rage stance.,AP: 0,,0,,,,,,,,
vip_protection,VIP Protection,key_ability,,,,,,,,,,"At the start of each arc, choose one person as your VIP for that arc. While within 5ft of your VIP, you may change all attacks that target your VIP and don’t target you to target you instead of your VIP. These attacks automatically hit you and you may not use the Dodge or Block reactions against it. Does not work against Attacks of Opportunity.",,,,,
vital_drain,Vital Drain,true_ability,"Earth, Full Pierce, Healing, Spell",20ft,You make a Precise Attack against the target creature that deals earth damage equal to their Toughnesswith Full Pierce.On damage the current host of Spore Symbiote is healed for the damage dealt.Vital Drain can be casted from the location of the host of your Spore Symbiote.,,AP: 1 MP: 1,1,1,,,,,,,,
vital_drive,Vital Drive,true_ability,Healing,Self,You regain HP equal to 5 times the mana spent.,,AP: 0 MP: X,X,0,,,,,,,,
vital_drive_ii,Vital Drive II,true_ability,Healing,Self,You regain HP equal to five times the mana spent. Vital Drive II cannot heal more than the damage you took from the triggering attack.,You took damage from an attack.,MP: X RP: 0,X,,0,,,,,,,
vivisect,Vivisect,true_ability,,Melee Weapon Range,"You cut the target in half with your scissors or chainsaw, killing them instantly.","Giant Scissors or Chainsaw only. Target is affected by Expose, is a grunt, and has 0 RP.",AP: 3 MP: 1,1,3,,,,,,,,
volley,Volley,true_ability,,Ranged Weapon Range,You make a Light attack against all targets in a 25x25ft area.,,AP: 2 MP: 1,1,2,,,,,,,,
wall_formation,Wall Formation,true_ability,,40ft,"Until the start of your next turn, every ally within range adjacent to another ally gains a +1 bonus to their guard and a +4 bonus to their block value.",,AP: 1 MP: 1,1,1,,,,,,,,
warm_together,Warm Together,true_ability,,,When you have “Just A Hug” active. You and the target gain resistance to cold from environmental effects.,,,,,,,,,,,,
warning_shot,Warning Shot,true_ability,,Ranged Weapon Range,You fire a warning shot against a target in your range. Your next basic attack or Ricochet ability with a pistol against that target gains the Trick Attack keyword.,,AP: 0 MP: 2,2,0,,,,,,,,
weapon_maintenance,Weapon Maintenance,true_ability,"Encounter Start, Flashback",,"You recall having previously assisted an ally in maintaining their weapon, causing it to be in top shape for battle. This weapon gains a +1 Power Artisan Bonus or +1 Focus Artisan Bonus. If you smithed the weapon it gains both.

Does not stack with the artisan bonus given from crafting. If the weapon you choose gets no bonus from this ability, it's critical range instead improves by 1. (A normal weapon now crits on a 19 and 20, a katana on a 18, 19 and 20).","1 Ally’s Smithed Weapon, or your own smithed weapon.",,,,,,,,,,,
